Date,Close,High,Low,Open,Volume
2024-11-04,375.14471435546875,380.09656217946116,373.92916930392204,376.71896028434736,1793600
2024-11-05,381.9696960449219,384.65984617449067,374.2778929374903,375.7524980286323,1724100
2024-11-06,415.3572998046875,416.77209605402334,402.53431391483366,403.6900805220441,4720000
2024-11-07,406.7189636230469,416.9713868823229,406.0514278924966,413.4044765691624,3211100
2024-11-08,391.93316650390625,401.58777511013596,390.9667083229014,399.49543951757704,3345900
2024-11-11,395.0915832519531,400.6113256306249,393.56717303593456,396.45657424462297,1858900
2024-11-12,391.5744934082031,397.2736016360746,389.721271470868,396.3370326667101,1737100
2024-11-13,385.65618896484375,389.7711085229937,384.2613087093969,387.5293269104905,2001900
2024-11-14,385.9450988769531,388.7548057303638,384.79930549387115,387.0809494625862,1372500
2024-11-15,382.6671447753906,387.07098315883854,380.803980043462,384.58011471377694,2165500
2024-11-18,383.0556945800781,384.8889700597137,381.52134154981974,384.5900780164447,1626200
2024-11-19,380.9334716796875,381.8501246269513,376.6491902063947,376.6491902063947,1793200
2024-11-20,380.10650634765625,384.78935096051595,377.08757515437657,382.60734787559915,1859600
2024-11-21,388.1669616699219,390.58807844064125,377.61564684866187,382.51768920490997,1833500
2024-11-22,396.0381164550781,396.7056825886632,386.47320578442793,388.93415466112305,1893000
2024-11-25,404.1683044433594,405.6628254979307,398.5389478856957,398.5389478856957,4398000
2024-11-26,406.34033203125,406.9182305297194,400.2925266411594,402.17560734771035,1796600
2024-11-27,402.2254333496094,410.6146609255973,401.76709168077855,406.90824760428427,1371900
2024-11-29,404.6266174316406,409.6880791186242,403.520686441511,405.8421624440792,1962100
2024-12-02,401.039794921875,406.65917835166726,399.32607620661173,405.97169622480465,1548500
2024-12-03,397.8016662597656,404.04875341115167,395.1513785696327,402.0460854393871,1716200
2024-12-04,398.0507507324219,400.00358307967815,394.6830917296548,397.1141817645715,1193800
2024-12-05,393.53729248046875,399.96371472973,392.7700855508611,399.0371189793787,1291400
2024-12-06,393.58709716796875,398.27988472896067,391.30545319543285,396.6956960722209,1331000
2024-12-09,397.8016662597656,408.2134781787424,396.9846541074318,401.06968446299175,1739800
2024-12-10,386.97137451171875,394.02550060163406,384.2014995983064,389.2928505344214,2251000
2024-12-11,387.4495849609375,389.92053730855133,386.0148423598853,389.05371998835477,1651600
2024-12-12,379.38916015625,388.4459543353334,378.7614564319189,387.6289421733116,1804600
2024-12-13,379.1201477050781,381.4914593120092,377.50606982973414,379.2098153196963,2034800
2024-12-16,377.53594970703125,380.92352460204836,376.3801831369933,380.37551531810965,1311100
2024-12-17,374.4273376464844,377.50607784427996,372.46453206854875,374.6565084927797,2138700
2024-12-18,362.56085205078125,379.76775985162817,361.70397751798026,377.3167538825514,2820700
2024-12-19,359.0537109375,368.22011926328383,358.69504046517164,367.09424182606995,2616700
2024-12-20,364.7030029296875,370.1330778986958,355.93512775546645,357.19053518229634,5142000
2024-12-23,364.0553894042969,365.01187439018116,360.17958344121405,363.5372692987729,1804900
2024-12-24,366.2274169921875,366.2274169921875,361.3353476645331,363.1188180041641,886000
2024-12-26,365.779052734375,366.14769640750967,362.5409236833892,363.7166063182808,1097900
2024-12-27,363.52728271484375,366.058013519753,360.42865702409523,362.06268128736036,1245800
2024-12-30,361.68408203125,363.48746840586114,357.42965914243547,359.11348869315566,1422200
2024-12-31,361.4349670410156,364.433951827169,360.4784517121351,362.172254335017,1168100
2025-01-02,358.45587158203125,367.5027224570663,356.7820153482204,364.1749259900467,1802600
2025-01-03,362.4612121582031,363.14869426444506,358.1769002954961,360.2692358185755,1390800
2025-01-06,362.8697204589844,369.48545111427984,361.2556121956117,365.6594809028846,1590700
2025-01-07,361.6741027832031,364.7528125713849,359.7710756184482,362.79998019954434,1607400
2025-01-08,359.75115966796875,361.5545460126994,356.3934738261897,361.1261239321522,1828800
2025-01-10,349.7179260253906,358.5356063098166,348.52229702183473,356.52296516736783,2773900
2025-01-13,361.1759338378906,361.873389182918,350.5150044559559,351.6707710929703,2746000
2025-01-14,370.2127990722656,370.6412211433254,363.84612479156505,364.15499004336243,2331700
2025-01-15,373.52069091796875,378.55223311928853,372.9627084010395,377.7551673627203,1984500
2025-01-16,379.15997314453125,380.0268208830529,373.35128145334716,374.93547009639735,1974700
2025-01-17,384.6099853515625,385.43697066282067,380.60468003146156,383.2948299847028,2605900
2025-01-21,398.3599853515625,402.5799865722656,390.79998779296875,391.0,3144500
2025-01-22,397.6099853515625,400.4800109863281,395.1099853515625,398.67999267578125,1994800
2025-01-23,406.3999938964844,409.5899963378906,397.2699890136719,397.3699951171875,2587400
2025-01-24,407.6300048828125,409.3999938964844,405.2799987792969,405.7300109863281,1938200
2025-01-27,394.9800109863281,399.5400085449219,389.9200134277344,397.19000244140625,2964400
2025-01-28,390.2900085449219,396.8800048828125,386.4800109863281,394.0400085449219,1788900
2025-01-29,393.2300109863281,399.3599853515625,391.1199951171875,391.94000244140625,2675800
2025-01-30,374.9800109863281,380.80999755859375,373.1600036621094,373.5,4234600
2025-01-31,371.44000244140625,378.0,371.2799987792969,377.4599914550781,2859000
2025-02-03,361.54998779296875,368.54998779296875,359.69000244140625,364.1400146484375,3079300
2025-02-04,361.95001220703125,369.6600036621094,359.4100036621094,369.6600036621094,2709800
2025-02-05,358.8500061035156,363.0,357.20001220703125,362.8699951171875,2134200
2025-02-06,365.45001220703125,367.5400085449219,362.5199890136719,363.8999938964844,3007000
2025-02-07,363.8800048828125,369.5299987792969,362.5799865722656,369.25,1804800
2025-02-10,363.2200012207031,366.239990234375,361.54998779296875,365.3299865722656,1944400
2025-02-11,362.2300109863281,364.4200134277344,360.9800109863281,361.739990234375,1516900
2025-02-12,352.0400085449219,358.92999267578125,351.44000244140625,357.0,2833100
2025-02-13,353.70001220703125,357.5899963378906,350.4200134277344,352.57000732421875,3547200
2025-02-14,353.32000732421875,358.8800048828125,352.79998779296875,356.6000061035156,2045300
2025-02-18,354.0,356.92999267578125,351.1099853515625,355.4700012207031,3120200
2025-02-19,353.0,353.8500061035156,349.5899963378906,351.8699951171875,2211000
2025-02-20,349.1499938964844,356.8500061035156,347.45001220703125,355.0,2174100
2025-02-21,340.0400085449219,352.0,337.6000061035156,350.5299987792969,3219200
